Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price
ILMN,2012-01-01,2195.8,1120.6,1075.2,122.3,8.81,646.9,5.30,807.4,-382.2,1055.5,254.1,8.55,0.70,1.14,0,267.7,254.1,140.8,86.6,358.1,-401.0,97,54,264.0,253.6,2.26,51.86
INTU,2019-07-01,6283.0,2534.0,3749.0,260.1,14.41,2040.0,7.84,436,-2304.0,6784.0,1854.0,26.09,5.99,4.52,1.88,1860.0,1854.0,1175.6,1557.0,2324.0,-566.0,-1034.0,721,1695.4,1704.8,8.34,277.31
SKM,2019-12-01,38614.4,18859.1,19755.3,73.1,271.69,13115.4,179.33,9868.0,7904.7,15358.4,955.7,213.12,10.51,9.83,8.66,955.7,955.7,708.5,770.3,3450.2,-3100.9,-551.2,-204.2,785.6,1000.8,5.72,23.11
WBA,2014-08-01,37250.0,16633.0,20617.0,950.4,21.58,16974.0,17.86,4534.0,1888.0,76392.0,3878.0,80.15,2.03,2.74,1.28,4160.0,3878.0,2612.9,1932.0,3893.0,-1731.0,-1622.0,540,2627.1,2727.8,2.92,60.52
MCHP,2015-03-01,4780.7,2719.7,2061.0,202.3,10.12,969,4.79,1826.9,-132.0,2147.0,452.9,10.69,1.84,1.28,1.43,633.9,452.9,257.0,369.0,721.2,-678.3,98.5,141.2,403.2,424.7,2.85,48.9
AES,2017-12-01,33112.0,28207.0,4905.0,660.4,3.73,-320.0,-0.48,19965.0,18592.0,10530.0,2271.0,15.95,-1.76,0.88,0.48,2271.0,2271.0,583.5,-1161.0,2376.0,-2599.0,43,-172.0,-1161.9,-430.6,0.30,10.83
AMGN,2017-12-01,79954.0,54713.0,25241.0,720.6,34.95,1871.0,2.59,35342.0,-6336.0,22849.0,10340.0,31.26,2.71,8.55,4.60,11640.0,10340.0,6253.1,1979.0,11177.0,-4024.0,-6594.0,559,8411.1,9225.5,14.38,173.9
AMAT,2016-10-01,14570.0,7353.0,7217.0,1076.6,6.69,3326.0,3.09,3325.0,-424.0,10825.0,2150.0,9.78,1.55,1.14,0.40,2339.0,2150.0,1260.0,1721.0,2566.0,-425.0,-3532.0,-1391.0,2109.9,2206.8,2.09,29.08
PEIX,2018-12-01,660.0,340.6,319.4,48.9,6.55,297.1,6.49,231.4,204.8,1515.4,-51.5,34.94,-1.42,-0.81,0,-51.5,-51.5,-35.1,-60.3,1.6,-15.2,-9.3,-22.9,14.5,23.6,-0.34,0.86
GPK,2014-12-01,4137.6,3125.3,1012.3,327.0,3.10,-491.4,-1.50,1957.7,1876.1,4240.5,424.0,12.90,0.27,0.66,0,472.4,424.0,217.2,89.7,526.6,-183.2,-308.8,29.4,534.6,575.6,0.99,13.62
AMX,2014-12-01,86600.7,70705.4,15895.3,68145.0,0.18,-5002.1,-0.07,41015.2,36512.0,57486.0,10291.6,0.83,0.05,0.06,0.02,10752.3,10291.6,3982.8,3126.1,16299.9,-10000.9,-5064.4,1240.4,6013.8,7300.0,0.09,21.74
IPGP,2016-12-01,1790.0,232.3,1557.7,53.5,29.25,1508.9,28.34,40.8,-789.8,1006.2,371.7,18.96,4.91,4.35,0,375.4,371.7,230.9,260.8,297.7,-274.4,27.4,41.3,136.9,136.9,3.22,98.71
AMGN,2010-12-01,43486.0,19542.0,23944.0,932.5,25.69,10380.0,11.14,13362.0,-4060.0,15053.0,5592.0,15.68,4.82,3.48,0,6015.0,5592.0,3340.6,4627.0,5787.0,-4152.0,-1232.0,403,3899.5,4277.0,5.42,54.9
F,2013-12-01,202179.0,175703.0,26476.0,3943.8,6.62,26027.0,6.60,114688.0,89572.0,146917.0,13180.0,37.34,3.04,2.27,0.40,13180.0,13180.0,8952.0,11953.0,10444.0,-19731.0,8133.0,-1191.0,2222.4,2740.5,0.98,14.89
SYK,2016-12-01,20435.0,10885.0,9550.0,372.9,25.49,-314.0,-0.84,6914.0,3530.0,11325.0,2580.0,30.27,4.40,3.90,1.57,2899.0,2580.0,1459.4,1647.0,1915.0,-4191.0,2258.0,-63.0,1200.0,1342.5,3.81,119.81
DISCA,2016-12-01,15672.0,10262.0,5410.0,585.3,8.83,-6570.0,-11.23,7923.0,7463.0,6497.0,2122.0,12.11,1.97,2.06,0,2305.0,2122.0,1103.5,1194.0,1380.0,-256.0,-1184.0,-90.0,3143.6,3364.3,2.41,27.41
SSRM,2018-12-01,1521.1,515.2,1006.0,121.1,8.07,924.4,7.66,247.6,-201.2,420.7,23.7,3.50,0.05,0.11,0,23.7,23.7,13.1,6.4,59.8,-115.9,20.5,-40.7,-89.7,-72.1,-0.82,12.09
GL,2011-12-01,16588.3,12728.6,3859.6,150.3,25.58,3462.7,22.95,1139.1,1055.0,3377.4,821.6,20.79,3.06,2.86,0.31,821.6,821.6,464.8,497.2,859.5,-312.1,-824.5,-281.6,1115.9,1164.6,5.26,28.93
COG,2013-12-01,4981.1,2776.5,2204.6,416.4,5.29,2204.6,5.29,1147.0,1123.6,1746.3,529.1,4.16,0.67,0.69,0.06,529.1,529.1,290.1,279.8,1024.5,-918.2,-113.7,-7.3,-275.9,-238.3,-0.41,38.76
EPD,2019-12-01,61733.2,35905.7,25827.5,2189.2,11.31,15569.8,7.11,27850.6,27515.9,32789.2,5566.8,14.98,2.09,1.32,1.77,5749.4,5566.8,2893.1,4591.3,6520.5,-4575.5,-1945.1,-0.1,-72.3,704.6,0.91,28.16
IDXX,2015-12-01,1475.0,1559.0,-84.0,89.6,-0.93,-319.0,-3.54,1170.1,827.5,1601.9,308.1,17.30,2.07,1.90,0,318.5,308.1,175.8,192.1,221.8,-308.4,-101.0,-193.5,149.9,168.2,1.50,72.92
EMR,2013-09-01,24711.0,13993.0,10718.0,704.0,14.98,1404.0,1.99,5642.0,2367.0,24669.0,4025.0,34.37,2.79,3.22,1.64,4245.0,4025.0,2314.3,2004.0,3649.0,-789.0,-1933.0,908,3177.4,3323.6,4.14,64.7
SCCO,2017-12-01,13780.1,7630.7,6149.4,773.0,7.90,5955.2,7.70,5957.1,4901.8,6654.5,2618.9,8.61,0.94,1.88,0.59,2624.8,2618.9,1449.7,728.5,1976.6,-1019.0,-456.1,458.8,1117.1,1308.3,1.23,46.81
VMC,2018-12-01,9832.1,4629.2,5202.9,131.8,39.49,942.1,7.15,2912.4,2872.3,4382.9,756.8,33.10,3.90,3.01,1.12,802.5,756.8,398.9,515.8,832.8,-669.9,-265.1,-102.2,356.5,442.7,2.75,98.8
EXC,2014-12-01,86416.0,62283.0,24133.0,859.8,26.29,19936.0,23.19,22115.0,20237.0,27429.0,3057.0,31.89,1.89,1.38,1.24,3581.0,3057.0,1188.0,1623.0,4457.0,-4599.0,411,269,-1662.0,-996.4,-1.88,37.08
TJX,2020-02-01,24145.0,18196.8,5948.2,1197.7,4.96,5719.3,4.77,11464.5,8247.7,41717.0,4416.2,34.53,2.71,2.28,0.92,4416.2,4416.2,2753.9,3272.2,4066.5,-1462.0,-2414.9,186.5,2465.1,2502.1,2.35,59.8
AEP,2018-12-01,68802.8,49674.0,19128.8,493.2,38.58,18975.9,38.47,25545.7,25152.5,16195.7,2877.8,32.87,3.90,2.67,2.53,2877.8,2877.8,1315.8,1923.8,5223.2,-6353.6,1161.9,31.5,-2687.0,-2071.8,-2.30,74.74
ADI,2014-11-01,6859.7,2101.8,4757.9,311.2,15.29,2444.1,7.85,872.8,-1993.7,2864.8,823.1,9.15,2.01,1.60,1.48,851,823.1,500,629.3,871.6,-114.8,-576.6,177.1,490.2,511.9,2.21,54.64
MMM,2011-12-01,31616.0,15754.0,15862.0,694.5,22.19,6457.0,9.29,5245.0,1565.0,29611.0,6178.0,41.79,6.05,5.22,2.20,6413.0,6178.0,3695.4,4283.0,5284.0,-2718.0,-3675.0,-1158.0,2971.0,3087.3,5.51,81.73
CNX,2014-12-01,11654.6,6325.2,5329.5,230.3,23.14,5329.5,23.14,3250.6,3073.6,2959.2,379.4,12.87,0.71,0.64,0.25,379.4,379.4,147.6,163.1,936.8,-1041.4,-45.8,-150.4,-559.8,-420.2,-2.27,33.81
TGNA,2017-12-01,4962.1,3967.1,995,215.6,4.63,-2857.6,-13.30,3007.7,2908.9,1903.0,543.7,8.83,1.27,0.93,0.35,565.2,543.7,200.6,273.7,389.4,176.2,-542.7,22.9,168.1,299.5,1.45,14.08
LH,2016-12-01,14247.0,8726.0,5521.0,102.3,53.61,-4319.1,-42.06,5849.5,5415.9,9552.9,1368.9,93.20,6.94,7.08,0,1553.3,1368.9,725.3,711.8,1197.1,-795.7,-671.0,-282.8,909.7,1046.7,8.96,128.38
CSX,2014-12-01,33053.0,21877.0,11176.0,990.6,11.25,11089.0,11.18,9742.0,8781.0,12669.0,3652.0,12.66,1.92,1.93,0.63,3652.0,3652.0,1936.9,1927.0,3343.0,-2183.0,-1083.0,77,576.9,917.5,0.89,36.23
SLF,2015-12-01,177914.6,162478.0,15436.6,612.3,22.55,9395.5,15.34,7613.8,2800.8,13891.4,2359.0,22.70,2.57,2.17,1.09,2379.1,2359.0,1329.3,1646.9,3215.2,-521.1,-797.1,2268.9,-1407.3,-1262.3,5.13,31.2
BLK,2014-12-01,239792.0,212272.0,27520.0,166.9,163.94,-2939.0,-17.61,8311.0,1838.0,11081.0,4474.0,65.87,19.58,16.05,7.72,4631.0,4474.0,2699.4,3294.0,3087.0,239,-1861.0,1333.0,3519.3,3664.3,17.96,357.56
ARTNA,2019-12-01,560.4,400.1,160.3,9.3,17.25,160.3,17.25,153.8,153.3,83.6,25.1,9.01,1.61,1.35,0.98,25.1,25.1,12.6,14.9,18.9,-40.6,22.1,0.3,-19.8,-15.4,-2.35,37.21
PPG,2015-12-01,17076.0,12007.0,5069.0,266.8,18.67,-864.0,-3.24,4307.0,2848.0,14241.0,1851.0,52.47,5.18,4.27,1.41,1983.0,1851.0,1159.6,1406.0,1895.0,-395.0,-812.0,625,1170.8,1248.9,5.40,98.82
FE,2010-12-01,35531.0,26579.0,8952.0,304.8,29.47,3409.0,11.18,14765.0,13746.0,12911.0,2182.0,42.47,2.44,3.41,2.20,2182.0,2182.0,1035.9,742,3076.0,-1948.0,-983.0,145,577.8,1002.8,3.29,37.02
AVY,2015-01-01,4356.9,3309.2,1047.7,90.5,11.58,106.1,1.17,1144.4,920.1,6330.3,535.6,67.49,2.61,2.86,1.34,565.3,535.6,268.1,245.1,354.9,-170.4,-323.5,-143.9,305.2,344.8,1.92,52.27
DGICA,2012-12-01,1336.9,936.9,400.0,25.6,15.63,393.5,15.37,72.5,52.7,515.0,30.2,20.11,0.90,0.68,0.44,30.2,30.2,17.4,23.1,25.0,-4.8,-13.7,6.6,53.1,54.6,0.95,14.04
V,2019-09-01,72574.0,37890.0,34684.0,2155.6,13.53,-14355.0,-6.65,16729.0,4655.0,22977.0,15438.0,10.50,5.33,4.33,1.05,15498.0,15438.0,9470.0,12080.0,12784.0,-591.0,-12061.0,-145.0,9343.6,9676.8,5.50,172.01
HPQ,2015-10-01,106882.0,78731.0,28151.0,1791.8,15.39,22088.0,12.25,8871.0,1286.0,51463.0,3927.0,28.37,2.51,1.22,0.67,4029.0,3927.0,2211.9,4554.0,7026.0,-5534.0,808,2300.0,-10784.0,-10679.6,1.89,12.24
INTC,2017-12-01,123249.0,54230.0,69019.0,4668.0,14.73,31885.0,6.80,26813.0,12811.0,62761.0,18434.0,13.35,2.04,2.35,1.08,19811.0,18434.0,11061.3,9601.0,22110.0,-15762.0,-8475.0,-2127.0,11714.5,12118.3,2.20,46.16
CASY,2012-04-01,1774.8,1268.8,506,38.2,13.27,401.7,10.53,678.7,622.7,6460.8,215.4,169.72,3.01,2.96,0.60,215.4,215.4,112.6,114.7,294.9,-278.1,-20.4,-3.7,-13.6,8.6,1.42,56.35
ALK,2017-12-01,10746.0,7286.0,3460.0,123.0,28.12,1384.0,11.25,2577.0,955,7894.0,1324.0,64.07,7.79,6.44,1.20,1324.0,1324.0,793.1,960,1590.0,-1129.0,-592.0,-131.0,258.8,312.5,4.58,73.51
DRI,2017-05-01,5292.3,3190.6,2101.7,125.4,16.76,-152.2,-1.21,936.6,703.5,7170.2,669.1,57.68,3.85,3.16,2.24,670.4,669.1,393.1,479.1,898,-1068.9,129.2,-41.7,680.8,706.7,4.66,88.93
RSG,2016-12-01,20629.6,12935.9,7693.7,339.1,22.66,-3654.2,-10.77,7658.9,7591.1,9387.7,1583.7,27.37,1.79,2.19,1.24,1662.8,1583.7,751.1,612.6,1847.8,-964.5,-856.8,26.5,882.1,1116.9,2.68,57.05
SYY,2016-07-01,16721.8,13166.8,3555.0,555.1,6.22,1150.5,2.06,7435.4,3516.1,50366.9,2009.2,87.89,1.66,1.74,1.23,2046.5,2009.2,994.8,949.6,1988.3,-769.1,-2459.9,-1379.0,1498.6,1644.8,2.55,51.79
ANSS,2013-12-01,2722.4,586.1,2136.2,92.5,23.14,589.2,6.38,0.0,-743.0,861.3,322.5,9.29,2.65,2.18,0,383.1,322.5,201.9,245.3,333.0,-33.2,-129.8,165.8,315.7,316.3,3.28,87.2
SOHU,2011-12-01,1633.3,357,1276.3,38.1,26.48,779.8,20.48,0.0,-829.5,852.1,282.9,22.30,4.26,3.19,0,325.5,282.9,122.1,162.7,370.5,-305.8,-36.8,54.2,92.7,92.7,3.59,50.0
EBAY,2017-12-01,25986.0,17937.0,8049.0,1012.1,7.82,3207.0,3.12,10015.0,4152.0,9927.0,2264.0,9.33,-0.96,1.27,0,2328.0,2264.0,1350.0,-1017.0,3146.0,-1295.0,-1784.0,305,1952.5,2135.0,2.33,37.74
EOG,2016-12-01,29299.2,15317.6,13981.6,576.8,24.24,13981.6,24.24,6986.4,5386.5,7544.4,-1369.8,13.63,-1.98,-1.92,0.67,-1369.8,-1369.8,-1063.8,-1096.7,2359.1,-1252.9,-242.7,881.4,907.9,1084.0,-0.40,101.1
DLTR,2017-01-01,15701.6,10312.1,5389.5,236.3,22.82,-3207.7,-13.58,6321.8,5451.4,20719.2,1708.5,87.90,3.80,3.54,0,1784.2,1708.5,834.8,896.2,1673.3,-483.6,-1060.5,130.3,1119.0,1296.8,4.70,77.19
PKG,2011-12-01,2412.5,1483.6,928.9,96.5,9.63,843.8,8.74,879.1,722.8,2620.1,285.5,26.39,1.59,1.61,0.80,286.9,285.5,160.1,158.0,345.5,-350.2,-35.6,-40.2,21.5,40.2,0.66,25.24
HRL,2014-10-01,5455.6,1843.6,3612.1,527.3,6.84,1824.4,3.46,250.0,-84.2,9316.3,918.8,17.66,1.14,1.09,0.40,928.2,918.8,576.0,602.7,746.9,-616.8,-229.4,-99.8,537.1,545.1,1.11,26.95
AMGN,2015-12-01,71449.0,43366.0,28083.0,752.1,37.25,1655.0,2.19,31429.0,47,21662.0,8629.0,28.58,9.15,6.83,3.16,10029.0,8629.0,5173.8,6939.0,9731.0,-5547.0,-3771.0,413,6908.4,7592.1,12.05,162.33
WWE,2013-12-01,378.5,112.5,265.9,75.1,3.54,265.9,3.54,29.6,-79.8,508.0,17.6,6.78,0.04,0.14,0.48,17.6,17.6,10.2,2.8,23.8,-50.8,-6.0,-33.1,-7.4,-6.3,-0.43,16.58
DVN,2012-12-01,43326.0,22048.0,21278.0,406.0,52.41,15199.0,37.44,11644.0,4641.0,8808.0,2159.0,22.02,-0.52,2.76,0.80,2159.0,2159.0,1105.0,-206.0,4956.0,-7526.0,1629.0,-918.0,-4059.4,-3805.6,-8.17,52.04
AMD,2018-12-01,4556.0,3290.0,1266.0,1005.3,1.26,751,0.75,1250.0,94,6475.0,496,6.59,0.34,0.25,0,496,496,240.6,337,34,-170.0,28,-108.0,-113.6,-76.0,-0.13,18.46
GTN,2014-12-01,1871.6,1655.4,216.2,58.2,3.73,-1229.6,-21.23,1236.4,1205.6,508.1,160.6,8.78,0.83,0.99,0,168.9,160.6,57.3,48.1,134.2,-501.9,385,17.3,81.2,121.3,1.76,11.2
CL,2013-12-01,13985.0,11449.0,2536.0,918.9,2.51,-1665.0,-1.81,5658.0,4522.0,17420.0,4120.0,18.72,2.41,2.59,1.33,4152.0,4120.0,2414.8,2241.0,3204.0,-890.0,-2142.0,78,2370.5,2443.0,2.72,65.21
PEP,2013-12-01,77478.0,53089.0,24389.0,1522.5,15.96,-8243.0,-5.39,29639.0,19961.0,66415.0,9878.0,43.10,4.37,3.65,2.24,9988.0,9878.0,5618.0,6740.0,9688.0,-2625.0,-3789.0,3078.0,5610.4,6179.8,4.47,82.94
L,2019-12-01,82243.0,60313.0,21930.0,287.8,65.71,17705.0,60.85,12227.0,11891.0,14907.0,1785.0,49.25,3.08,2.67,0.25,1830.0,1785.0,807.3,932,1741.0,-671.0,-1144.0,-69.0,517.3,886.6,2.31,52.49
MU,2017-08-01,35336.0,15866.0,19470.0,1153.3,16.75,17006.0,15.29,11155.0,5727.0,20322.0,5877.0,18.66,4.67,3.01,0,5877.0,5877.0,3275.3,5089.0,8153.0,-7537.0,349,953,825.5,1076.1,3.14,31.97
AMAT,2015-10-01,15308.0,7695.0,7613.0,1149.1,6.56,3549.0,3.06,4542.0,-423.0,9659.0,1703.0,7.96,1.13,0.83,0.40,1889.0,1703.0,1006.9,1377.0,1163.0,-281.0,913,1795.0,627,691.4,0.78,16.77
FIS,2010-12-01,14176.3,7614.7,6561.6,302.5,21.21,-5258.7,-17.42,5210.4,4872.4,5145.6,927.8,14.91,1.17,1.49,0.20,1180.9,927.8,514.7,404.5,1071.3,-644.2,-519.0,-92.9,791.9,890.6,2.19,27.39
ALXN,2019-12-01,17544.6,6272.8,11271.8,221.4,50.93,2890.1,13.06,2824.1,74.6,4991.1,2139.9,22.36,10.77,6.15,0,2454.9,2139.9,1372.0,2404.3,2084.9,9.7,-739.1,1356.3,1400.8,1444.4,8.58,108.15
HSY,2016-12-01,5524.3,4696.6,827.7,212.4,3.70,-614.5,-2.90,2980.2,2683.2,7440.2,1310.4,34.74,3.36,3.56,2.40,1380.5,1310.4,763.1,720,1013.4,-595.5,-464.4,-49.6,704.6,762,3.47,103.43
FIS,2018-12-01,23770.0,13548.0,10222.0,322.9,31.24,-8257.0,-25.25,8985.0,8282.0,8423.0,1709.0,25.68,2.58,2.51,1.28,2368.0,1709.0,824.4,846,1993.0,-668.0,-1236.0,38,1607.9,1787.1,4.18,102.55
TT,2019-12-01,20492.3,13179.9,7312.4,238.4,30.50,-3664.3,-15.38,6139.8,4836.2,16598.9,2175.9,68.70,5.84,4.93,2.12,2347.2,2175.9,1190.0,1410.9,1919.5,-1780.0,270.5,400.2,1411.9,1563.7,6.89,132.92
ITW,2015-12-01,15729.0,10501.0,5228.0,363.8,14.36,-775.0,-2.13,7422.0,4332.0,13405.0,2869.0,36.44,5.16,4.59,2.07,3100.0,2869.0,1688.1,1899.0,2299.0,-210.0,-2526.0,-900.0,1920.9,2062.1,5.48,92.68
PSMT,2015-08-01,991.2,424.6,566.6,29.8,19.00,530.7,17.80,98.8,-58.2,2802.6,148.4,93.90,2.95,2.90,0.70,148.4,148.4,86.7,89.1,109.6,-89.1,-17.0,-7.9,26.4,30.4,0.68,85.01
OXY,2013-12-01,69443.0,26071.0,43372.0,794.7,54.18,43126.0,54.18,6939.0,3546.0,20170.0,7100.0,25.08,7.32,5.81,2.56,7100.0,7100.0,4668.8,5903.0,12778.0,-8044.0,-2933.0,1801.0,2935.0,3012.5,5.99,91.22
VFF,2011-12-01,131.0,88.7,42.3,38.7,1.09,41.1,1.06,71.1,68.3,164.4,9.4,4.25,0.15,0.12,0,9.5,9.4,4.8,5.8,18.8,-40.8,15.1,-6.9,-26.5,-25.3,-0.56,1.23
DAR,2016-12-01,4698.0,2621.8,2076.2,164.7,11.99,35.2,0.21,1750.9,1636.4,3391.9,148.1,20.61,0.62,0.41,0,225.8,148.1,67.6,102.3,391.0,-243.2,-183.9,-42.4,130.3,177.5,0.90,12.91
ASH,2012-09-01,12524.0,8495.0,4029.0,78.8,51.00,-1286.0,-16.28,3652.0,3129.0,6472.0,370,82.97,0.33,1.23,0.80,459,370,96.3,26,354,-242.0,-317.0,-214.0,127.4,230.3,1.44,35.03
INT,2014-12-01,4881.0,3016.1,1864.9,72.1,25.74,952.9,13.22,689.9,387.6,43391.8,276.7,612.88,3.17,2.31,0.15,303.7,276.7,163.7,224.5,141.1,-297.1,169.5,10.2,50.2,69.7,1.28,46.93
RAD,2013-03-01,7078.7,9538.2,-2459.4,44.6,-59.25,-3105.9,-69.67,6033.5,5904.1,25392.3,699.4,570.89,2.42,2.59,0,827.1,699.4,115,118.1,819.6,-346.3,-506.1,-32.8,276.6,598.7,9.82,38.0
AVY,2012-12-01,5105.3,3524.4,1580.9,100.1,15.82,539.4,5.40,1222.4,969.3,5863.5,379.3,57.15,2.10,1.87,1.08,419.1,379.3,191.5,215.4,513.4,-160.0,-297.6,57.4,295.6,341.2,3.46,34.92
KEP,2015-12-01,148933.4,91196.0,57737.4,642,88.21,55934.6,87.13,50571.9,42812.6,49782.6,9969.0,77.55,17.59,8.24,2.63,9986.6,9969.0,5288.8,11293.1,14398.2,-8305.9,-4424.6,1688.3,2198.1,3166.7,3.71,21.17
TEL,2013-09-01,18461.0,10075.0,8386.0,410.4,20.36,2810.0,6.83,3014.0,1611.0,11390.0,1624.0,27.25,3.05,2.32,0.92,1704.0,1624.0,967.8,1276.0,2046.0,-545.0,-1678.0,-186.0,1186.1,1273.0,3.50,51.78
DHR,2010-12-01,22217.1,8444.4,13772.8,659.2,20.89,9.5,0.01,2824.7,1191.7,12550.0,2080.8,19.21,2.74,1.91,0.08,2279.4,2080.8,1245.4,1793.0,2084.4,-2288.9,116.8,-88.9,1142.0,1215.2,2.90,35.75
UAA,2018-12-01,4245.0,2228.2,2016.9,448.8,4.50,1428.6,3.18,728.8,171.4,5193.2,178.9,11.65,-0.10,0.19,0,185.0,178.9,85.7,-46.3,628.2,-202.9,-189.9,247.9,515.6,536.6,1.03,17.67
PKI,2012-01-01,3855.6,2013.4,1842.2,113.5,16.28,-913.6,-8.07,944.9,802.6,1918.5,122.7,16.98,0.07,0.53,0.28,202.7,122.7,60.0,7.7,224.9,-909.9,397.2,-277.7,172.2,182.1,1.72,23.98
GLUU,2015-12-01,403.0,96.6,306.4,132.2,2.33,195.8,1.49,0.0,-180.5,249.9,-5.2,2.10,-0.06,-0.03,0,4.5,-5.2,-3.7,-7.2,-11.5,-6.9,128.4,109.6,6.4,6.9,-0.14,2.43
AMP,2018-12-01,137216.0,131628.0,5588.0,135.5,40.99,5588.0,40.99,5235.0,1342.0,12924.0,3492.0,88.76,14.41,10.66,3.53,3522.0,3492.0,1552.5,2098.0,2597.0,-587.0,-1263.0,739,1843.5,2473.5,16.72,104.37
LMT,2019-12-01,47528.0,44357.0,3171.0,281.9,11.17,-11201.0,-40.00,13759.0,12245.0,59812.0,7698.0,212.10,22.09,15.86,9.00,7982.0,7698.0,4472.5,6230.0,7311.0,-1241.0,-5328.0,742,3621.1,4029.3,20.66,389.38
QCOM,2015-09-01,50796.0,19382.0,31414.0,1503.1,20.62,22200.0,14.57,10969.0,-6352.0,25281.0,7427.0,15.62,3.26,3.03,1.80,8018.0,7427.0,4899.9,5271.0,5506.0,-3572.0,-2261.0,-347.0,4979.9,5044.9,2.79,53.73
BEN,2018-09-01,14383.5,3132.0,11251.5,519.1,19.07,7565.8,14.57,695.9,-6260.6,6319.1,2144.0,11.76,1.39,2.70,0.92,2145.8,2144.0,1452.7,764.4,2229.7,-290.4,-3761.7,-1839.1,3820.1,3850.5,3.95,30.41
HUM,2019-12-01,29074.0,17037.0,12037.0,132.1,91.12,7932.0,60.04,6339.0,2285.0,64888.0,3239.0,484.04,20.19,16.40,2.20,3309.0,3239.0,2198.1,2707.0,5284.0,-1278.0,-2295.0,1711.0,2323.1,2474.4,33.93,366.52
AOS,2013-12-01,2391.5,1062.8,1328.7,182.5,7.28,570.4,3.13,191.9,-294.1,2153.8,249.3,11.69,0.92,0.84,0.23,263.7,249.3,154.6,169.7,279.6,-8.2,-157.6,113.8,145.9,149.4,0.99,26.97
EL,2016-06-01,9223.0,5636.0,3587.0,365.7,9.71,2000.0,5.44,2242.0,841,11262.0,1751.0,30.44,3.01,2.85,1.14,1767.0,1751.0,1054.0,1115.0,1789.0,-1269.0,-605.0,-107.0,1209.5,1253.9,3.42,91.02
AFL,2011-12-01,116237.0,103291.0,12946.0,934.2,13.88,12946.0,13.88,4127.0,1878.0,22331.0,3306.0,23.93,2.08,1.98,0.62,3311.0,3306.0,1843.8,1937.0,10842.0,-10829.0,64,128,3116.8,3239.3,11.62,21.63
CHD,2017-12-01,6014.8,3796.8,2218.0,243.9,8.96,-2061.4,-8.32,2374.3,2095.4,3776.2,777.3,15.07,2.97,1.84,0.76,841.8,777.3,460.8,743.4,681.5,-1303.4,698.9,91.1,488.1,521.0,2.54,50.17
NTES,2013-12-01,4054.6,723.2,3331.4,130.0,25.72,3340.2,25.69,161.1,-2974.8,1519.0,719,11.69,5.65,3.96,1.41,719,719,514.7,734,864.9,-900.8,14.3,-21.9,155.1,155.1,6.38,78.6
HWKN,2015-03-01,248.5,54.5,194.0,10.6,18.36,171.1,16.19,0.0,-33.1,364.0,30.4,34.44,1.82,1.80,0.76,31.3,30.4,19.0,19.2,20.7,-26.4,-9.1,-14.8,6.9,6.9,0.58,37.99
CB,2011-12-01,87321.0,62989.0,24332.0,337.2,72.22,19533.0,57.97,6305.0,5691.0,16798.0,2265.0,49.67,4.55,3.78,1.50,2294.0,2265.0,1279.4,1540.0,3470.0,-3036.0,-565.0,-158.0,2352.4,2508.6,10.26,70.12
SKM,2013-12-01,25174.3,11755.2,13419.1,70.9,179.63,8504.7,119.89,7100.3,5457.2,15733.0,1759.8,223.97,21.99,18.30,8.90,2345.3,1759.8,1285.3,1552.5,3370.8,-2374.2,-542.9,453.3,1092.9,1289.4,5.91,24.62
BR,2012-06-01,1987.6,1137.1,850.5,124.9,6.81,-72.8,-0.58,524.4,203.9,2303.5,286.1,18.56,1.00,1.14,0.64,323.1,286.1,140.9,123.6,284.2,-110.5,-88.7,79,322.7,331.0,1.91,21.27
SJR,2016-08-01,11728.1,7383.6,4344.5,486.2,8.47,-2562.6,-5.27,4278.9,3970.1,3444.8,867.7,7.18,1.92,0.79,0.90,867.7,867.7,380.8,930.2,1268.0,-935.5,-327.1,5.3,459.7,586.5,0.95,19.99
ULTA,2014-02-01,1602.7,599.6,1003.1,64.3,15.62,1003.1,15.62,0,-419.5,2670.6,327.6,41.73,3.17,3.20,0,327.6,327.6,204.8,202.8,327.7,-226.0,-2.7,99,32.4,32.4,1.59,89.69
ADS,2015-12-01,22349.9,20172.5,2177.4,59.3,33.06,-3280.6,-53.96,17106.0,15938.0,6439.7,1111.1,104.03,8.91,9.26,0,1422.5,1111.1,573.4,596.5,1759.8,-3362.6,1718.9,90.8,-1393.1,-1312.4,25.33,276.57
YORW,2014-12-01,304.3,199.8,104.6,12.8,8.15,104.6,8.15,87.5,86.0,45.9,22.1,3.56,0.89,0.78,0.58,22.1,22.1,10.0,11.5,18.8,-14.1,-10.7,-6.1,-2.0,1.2,0.33,23.21
PAAS,2013-12-01,2767.5,578.7,2188.8,151.5,14.40,2175.2,14.36,85.3,-337.4,824.5,-223.2,5.44,-2.94,-0.93,0.50,-220.2,-223.2,-140.8,-445.9,119.6,-125.3,-90.2,-96.3,104.3,108.5,-0.26,11.7
